标题,作者,内容,朝代,体裁
寄題高賓王詩後卷,陳造,韶頀充庭簉漢官，鋪紓宏偉嘆才難。高郎袖有如椽筆，却伴秋蟲弔夜寒。,唐,绝句
奉題董端明漁父醉鄉燒香圖十六首 醉鄉七首 其六,陳克,老瓦盆中旋潑醅，陶然樂聖且銜杯。只今痛飲誰能那，寶器恩從天上來。,唐,绝句
无题,无名氏,穹旻锡祐，盛德日章明。见地平天成。垂衣恭己干戈偃，亿载祐黎甿。羽旄饰驾当春候，款谒届殊庭。精衷昭感膺多福，夷夏保咸宁。圣君御宇，祗翼奉三灵。已偃革休兵。区中海外鸿禧浃，恭馆励虔诚。九斿七萃著声明。徯后徇舆情。丕图宝绪承繁祉，率土仰隆平。,宋,词
无题,王之望,弧门此日犹能记。叹居诸难系。弹指片声中，不觉流年，五十还加二。儿童寿酒邀翁醉。笑欣欣相戏。休画老人星，白发苍髯，怎解如翁似。,宋,词
无题,方岳,且问黄花，陶令后、几番重九。应解笑、秋崖人老，不堪诗酒。宇宙一舟吾倦矣，山河两戒天知否。倚西风、无奈剑花寒，虬龙吼。江欲釂，谈天口。秋何负，持螯手。尽石鳞芜没，断烟衰柳。故国山围青玉案，何人印佩黄金斗。倘只消、江左管夷吾，终须有。,宋,词
還丹口訣,曹真人,捉取東青龍，配與西白虎。更將南朱雀，會偶北玄武。四者窮其根，本來同宗祖。世人不知深，衆石多錯悮。不解演陰陽，配合爲夫婦。陰陽氣本變，始得俱相聚。就中最妙者，須得中央土。泥鑪不假法，運火心須苦。一日兩卦候，進退依節度。細窮日月盈，莫遣失風雨。十月還丹成，身除貧病苦。滄海與桑田，變時君治覩。誰人得吾道，不得輕取與。容易泄天機，謫罰殃七祖。（《大還丹照鑑》）。,唐,诗
韓廉使奉御贊,釋德洪,幅巾椹衣，杳然深靖。坐蘚石牀，横玉麈柄。松聲度曲，笑作風聽。是故有琴，絃索不整。人徒見其神和氣平，頽然委順。至於垂紳正笏，守法奉命。則活人之色嚴毅勁正，特不受富貴所吞，而有山林之韻。究其心胸，山包海容。表裏不隔，八窗玲瓏。蓋遊戲人間之出世，扶持洞上之宗風者也。,唐,词
无题,徐君宝妻,双峦斗碧，寒玉雕秋壁。两道凝螺天半，横无限、青青色。拍案涛声急。似鼓临邛瑟。窗下镜台鸾去，空留得、春山迹。,宋,词
无题,范成大,北客开眉乐岁，东君著意华年。遮风藏雨晚云天。应怕杏梢红浅。不惜灯前放夜，从教雪后留寒。水晶帘箔万花钿。听彻南楼晓箭。,宋,词
寄李鶴田,汪元量,南泉多載夜光還，健步移梅種玉山。八十二翁猶矍鑠，苦吟不放此心閑。,唐,绝句
陌上二首  其一,董嗣杲,水花粘稚蛙，野菜戀殘蝶。麥岐苦薄收，青黄兩不接。,唐,绝句
无题,黄裳,杳杳晴虚寒漫漫。放下尘劳，相共游银汉。便入醉乡休浩叹。神仙只在云门馆。饮兴偏宜流水畔。时有红蕖，落在黄金盏。鹭未忘机移别岸。画船更上前汀看。,宋,词
擬古,薛奇童,沙塵朝蔽日，失道還相遇。寒影波上雲，秋聲月前樹。川氣生曉夕，野陰乍煙霧。沈沈滮池水，人馬不敢渡。吮癰世所薄，挾纊恩難顧。不見古時人，中宵淚橫注。,唐,诗
次韻曹清父營生墳追和范石湖韻四首  其一,方回,桑榆未迫尚東隅，諸子盈前返哺烏。早檢青囊營□□，□□丹竈著工夫。無生話可忘言了，自祭文能信手摸。□□□年未遑辦，一抔□□□良圖。,唐,词
无题,史浩,雪消春浅。听爆竹送穷，椒花待旦，系马合簪，鸣鸦列炬，几处玳筵开宴。介我百千眉寿，齐捧玉壶金盏。最奇绝，是小桃新坼，争妍粉面。女伴。频告语，守岁通宵，莫放笙歌散。酒晕朝霞，寒欺重翠，却忆凤屏香暖。笑拂满身花影，遥指珠帘深院。待到了，道一声稳睡，明年相见。,宋,词
呂子光惠牡丹,許景衡,六年不見故園花，每到花時只自嗟。多謝故人分國豔，尚憐羈旅惜春華。芳菲仙圃烘初日，冷落書窗照暮霞。誰道無情便無恨，祇應也學我思家。,唐,律诗
无题,管鉴,檐外雪纷纷。雾阁云窗气自温。谩道使台霜样峻，情亲。引到壶中别有春。尊酒负殷勤。病减杯中量几分。十五年间无限事，休论。说与梅花解笑人。,宋,词
无题,侯置,天一色。玉盘冷浸潇湘碧。潇湘碧。短亭系缆，隔江闻笛。胡床对坐凉生腋。通宵说尽狂踪迹。狂踪迹。少年心事，老来难得。,宋,词
无题,王庭珪,锦袍绣帽跃金鞍。卷旗幡。整师还。轻骑穷追，湘尾鼓声寒。千里尘清高会处，张翠幕，万人看。藕丝衫袖捧雕盘。玉颓山。夜将阑。幸遇休兵，且尽玉壶宽。未用汉军频出塞，徒生事，斩楼兰。,宋,词
中秋客邸感懷,陳某,今夜天邊月，誰期海上看。家山雖間隔，兒女暫團欒。露重銀蟾濕，風清玉宇寒。年年長是客，强把一樽歡。,唐,律诗
上巳日有懷昔從雲庵老人此日山行,釋德洪,今年上巳日，久客望江南。雙林接脩水，石路入煙嵐。千峰出雲雨，空谷吞寒潭。蒼杉鬰童童，秀色動雲庵。不見庵中人，青燈耿塵龕。空餘行樂處，攀翻聞笑談。風光與節物，觸愁味參參。臨高望煙靄，衰涕落春衫。,唐,诗
无题,谢逸,杏花村馆酒旗风。水溶溶。扬残红。野渡舟横，杨柳绿阴浓。望断江南山色远。人不见，草连空。夕阳楼外晚烟笼。粉香融。淡眉峰。记得年时，相见画屏中。只有关山今夜月，千里外，素光同。,宋,词
終風行,周麟之,北風駕寒萬竅號，聲如八月江上濤。又疑大鵬上青霄，南溟水擊摶扶摇。昆陽陣敗虎豹嘷，撼城飛瓦千兵逃。焚輪夜起狂終朝，直憂卷屋掀重茅。我居門巷如荒郊，衾無繢罽裘無羔，苦寒獵獵吹縕袍。笑引藤樽漱濁醪，不妨高卧醉陶陶。夢騎天馬騰長飈，睥睨玉臺閶闔高。風聲詩興兩鬭豪，醉中一掃白雲謠。,唐,诗
无题,无名氏,琼沼融成沆瀣，冰檐滴尽真珠。一园草木气方苏。又学杨花飞舞。何必乱飘密洒，却疑细糁轻铺。谁将粉墨画成图。玉做小亭高树。,宋,词
四月八日西湖觀民放生,蔡襄,盈舟載魚蝦，投瀉清波際。應無校人欺，獨行流水惠。非求升斗活，終免螻蟻制。江湖自相忘，洲島亦還逝。脫淵思曩戒，嗅餌省非計。爲生豈不幸，萍藻庶可翳。,唐,诗
辛卯元日三首  其二,方回,回首同庚五歲孫，老夫老矣尚何言。一生酒債兼詩債，數畝花園半菜園。雨濘謂難來賀客，馬嘶誰忽顧閒門。倏無驟有真天相，徑爲茅柴覆瓦樽。,唐,律诗
无题,曾寓轩,细数班行，阿谁是、调元手段。君不见、当涂往岁，饥民流散。天幸立庵来歇马，留心济粜无遗算。未须臾、千里复安居，无愁叹。公与相，天皆愿。天施报，如符券。看青州阴骘，富公公案。已筑新堤旌异数，便膺虚席非常眷。待明年、弧失再垂门，蒙宣劝。,宋,词
无题,无名氏,寸心如铁不关愁。,宋,词
无题,刘克庄,青女初晴，向丑梢枯干，幻出妍姿。休烦苑史翦彩，别有神司。东皇太乙，敕瑶姬、淡傅胭脂。还似得、华清汤暖，薄绡半卸冰肌。应笑楚宫痴绝，略施朱则个，便妒蛾眉。唐人更无籍在，浪比红儿。祥云难聚，且丁宁、铁笛轻吹。拼醉倒，花间一霎，莫教绛雪离披。,宋,词
无题,李曾伯,大疏归来，小阮适闲，喜同此时。问垂弧历载，几番遥祝，举觞华旦，相会良希。颂以松椿，酌之椒柏，预卜明年百事宜。春犹浅，趁雪晴梅放，且和新诗。公虽厌直兰闱。如正色朝端当宁知。看大廷诸老，争推前席，吾家五祖，自有传衣。暖律初回，要津立上，卿相时来皆可为。祈公寿，与东君不老，南极齐辉。,宋,词
无题,欧阳澈,红叶飘风秋欲暮。送目层楼，帘卷西山雨。解榻聚宾挥玉尘。风流只欠王夷甫。质剑为公沽绿醑。涤濯吟魂，拟摘黄花句。醉眼瞢腾携手处。谢池风月谁分付。,宋,词
頃溧水歸登官塘湯漢章義門  其二,仇遠,一塘分雨百泉流，喜作山房信宿留。騎馬傍門知不厭，坐牀索酒合應羞。生平仲舉延徐穉，老去文淵憶少遊。霧豹直疑斑已露，翩翩入谷有鳴騶。,唐,律诗
无题,苏轼,去年相送，馀杭门外，飞雪似杨花。今年春尽，杨花似雪，犹不见还家。对酒卷帘邀明月，风露透窗纱。恰似姮娥怜双燕，分明照、画梁斜。,宋,词
連州游隅湖亭,呂本中,附溪翳嘉木，瀕溪引清流。如何幾畝田，委曲林泉幽。亂石際高下，森列如戈矛。青色染黛淺，映水疑欲浮。危亭跨絕壁，廣榭排荒丘。我來雨初過，遠山雲半收。百花開已盡，桑柘鳴晴鳩。不知汝潁間，還有此景不。躊躇思痛飲，沃洗胸中愁。明朝儻未去，提壺再來游。,唐,诗
上皇西巡南京歌十首 九,李白,水綠天青不起塵，風光和暖勝三秦。萬國烟花隨玉輦，西來添作錦江春。,唐,绝句
廣濟寺,呂陶,十年佛跡留於此，屈指山門皆所無。今日清詩重褒述，禪林又復有犀渠。,唐,绝句
无题,无名氏,万法由心，应观法界，一切心造。老子瞿昙，同归去揆，不离心是道。自从识得，坎离交济，炼药粗知昏晓。云腾雨飞，蟾宫兔走，丹阙更无烦恼。气中真液，液中真气，和合不多不少。种出黄芽，炼成赤水，龙虎交围绕。七返九还，工夫到后，还我旧时年少。待三千、功圆行满，恁时是了。,宋,词
无题,无名氏,万甲胸中，问谁似、延安范老。当家事，出藩入相，黑头俱了。绿野徜徉聊雅志，紫宸寤寐思英表。向修门、何日衮衣归，天教早。诹吉卜，维熊兆。徵瑞梦，长庚耀。正尧蓂仲夏，八飞叶小。千日早从菑疾退，一觞恰趁笙歌绕。算灵椿、何似栎堂春，他犹少。,宋,词
清平調 一,李白,雲想衣裳花想容，春風拂檻露華濃。若非羣玉山頭見，會向瑤臺月下逢。,唐,绝句
无题,张炎,万花深处隐，安一点、世尘无。步翠麓幽寻，白云自在，流水萦纡。携歌缓游细赏，倩何人、重写辋川图。迟日香生草木，淡风声和琴书。安居。歌引巾车。童放鹤、我知鱼。看静里闲中，醒来醉后，乐意偏殊。桃源带春去远，有园林、如此更何如。回首丹光满谷，恍然却是蓬壶。,宋,词
无题,张桂,雨压杨花路半乾。蜂遗花粉在阑干。牡丹开尽正春寒。懒品么弦金雁并，瘦惊双钏玉鱼宽。新愁不放翠眉间。,宋,词
偈頌六十五首  其六四,釋咸傑,居於富貴中，不爲富貴誤。赤手挨開解脫門，四方八面俱獨步。佛祖不知由，憑誰立本據。咄咄咄，力㘞希，聞見覺知齊合掌，鐵牛生得鳳凰兒。,唐,词
无题,吴潜,轻轻却暑。只是些儿雨。喜看新抽麻与苎。他家烟水墅。晚山放出青青。是谁簸弄阴晴。老子何时去也，祗应露湿金茎。,宋,词
无题,曹勋,昏旦交时，个中已有甘香味。咽同真液。便觉温温地。八一高蟠，光动重楼外。但留意。自然和气。香满昆仑水。,宋,词
瀟湘八景 平沙落鴈,釋德洪,寂寞蒹葭亂晚風，江波瀲灔浸秋空。横斜倦翼歸何處，一點漁燈杳靄中。,唐,绝句
无题,吴文英,素弦一一起秋风。写柔情、都在春葱。徽外断肠声，霜霄暗落惊鸿。低颦处、翦绿裁红。仙郎伴、新制还赓旧曲，映月帘栊。似名花并蒂，日日醉春浓。吴中。空传有西子，应不解、换徵移宫。兰蕙满襟怀，唾碧总喷花茸。后堂深、想费春工。客愁重、时听蕉寒雨碎，泪湿琼锺。恁风流也称，金屋贮娇慵。,宋,词
无题,魏了翁,物象芸芸，知几许、功夫来格。更时把、荷衣芰制，从容平熨。云淡天空诗献状，竹深花静机藏密。对窗前、屏岫老仪刑，真颜色。商古道，谁俦匹。评今士，谁钧敌。向平舟问雁，久间霜翮。枰上举棋元不定，磨边旋蚁何曾息。傥天公、有意要平治，饶华发。,宋,词
送鄭侍郎四川制置分韻得蓋字,魏了翁,恭惟皇上心，納納天同大。明命輟禁游，往撫蜀彫瘵。蜀山在何許，斜陽點鴉背。家住扶桑東復東，却望斜陽鐵山外。金頭奴子扼熙秦，銀州兵馬衝蘭會。使我六年望烽火，征人穿空枕戈祋。使我千里致鐘石，居人轑釜泣粗糲。縣官無蓄租，百姓無藏蓋。上有蒼蒼之高天，卒然叫呼不可待。閫外萬戚休，只以一身佩。我於公行無所贈，筮言得咸爲艮兌。艮山本中虛，兌澤乃上溉。獨於九四論心體，而以朋思爲障礙。願公書此象，長於卧興對。蜀道青天蜀平地，君侯一心即難易。思耕亭前先鄭碑，更看他年後鄭記。,唐,词
无题,曹冠,我本方壶客，飘逸离凡尘。胸中万卷，谈笑挥翰墨通神。不慕巢由隐迹，不羡皋夔功业，出处两无心。坦荡灵台净，廛隐胜云林。念生平，喜旷达，事幽寻。登临舒啸，惟有风月是知音。雅爱金华仙洞，一派苍崖飞瀑，四序景常新。遐想赤松子，来为醒冲襟。,宋,词
无题,胡铨,梦绕松江属玉飞。秋风莼美更鲈肥。不因入海求诗句，万里投荒亦岂宜。青箬笠，绿荷衣。斜风细雨也须归。崖州险似风波海，海里风波有定时。,宋,词
无题,赵长卿,黯霭阴云覆，滂沱急雨飞。洗残枝上乱红稀。恰是退花天气、困人时。向晓春酲重，偎人起较迟。薄罗初见拭轻衣。笑拭新妆、须要剪酴醿。,宋,词
无题,李莱老,宝押绣帘斜。莺燕谁家。银筝初试合琵琶。柳色春罗裁袖小，双戴桃花。芳草满天涯。流水韶华。晚风杨柳绿交加。闲倚阑干无藉在，数尽归鸦。,宋,词
无题,朱敦儒,旅雁向南飞，风雨群初失。饥渴辛勤两翅垂，独下寒汀立。鸥鹭苦难亲，矰缴忧相逼。云海茫茫无处归，谁听哀鸣急。,宋,词
无题,无名氏,洛阳常见画图中。春去只心融。国色辉开寒日，天香熏破霜风。平生看了，姚黄魏紫，一捻深红。莫是神仙韩令，裁成顷刻花丛。,宋,词
除夜雜興三首  其一,周紫芝,華髪日就槁，萎萎如秋草。秋草剪復生，髪禿不再好。雅意憐兒童，軟語媚翁媪。鑷白挽流光，持盃錫難老。我老不足惜，汝生念不早。兵戈常在眼，流離猶滿道。且當篘殘缸，瓶空莫辭倒。醒視夜何其，東行日杲杲。,唐,诗
无题,张孝忠,看花随柳湖边去。似邂逅、水晶宫住。刘郎笔落惊风雨。酒社诗盟心许。玉关外、不辞马武。便好展、云霄稳步。郴江自绕郴山路。欲问功名何处。,宋,词
從軍六首 三,劉長卿,倚劒白日暮，望鄉登戍樓。北風吹羌笛，此夜關山愁。迴首不無意，滹河空自流。,唐,诗
句,楊獻民,縣官伐木入煙蘿，匠石須材盡日磨。,唐,诗
集英殿賜進士及第恭謝詩,文天祥,於皇天子自乘龍，三十三年此道中。悠遠直參天地化，昇平奚羨帝王功。但堅聖志持常久，須使生民見泰通。第一臚傳新渥重，報恩惟有厲清忠。,唐,律诗
偈頌六十七首  其四六,釋原妙,十五日已前，{毛畏}{毛畏}𣯧𣯧，魍魍魎魎。十五日已後，巍巍堂堂，煒煒煌煌。正當十五日，虛空爲鼓。須彌爲槌，輕輕擊動，佛祖攢眉。若將耳聽應難會，眼處聞聲方始知。,唐,词
